utt	wav_path	cluster_id	dist_to_cluster_center	is_outlier	pca_0	pca_1	pca_2
00262_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00262_000.wav	9	10.862284	0	2.717949	-1.091599	-0.696797
00262_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00262_010.wav	14	10.509956	0	0.403321	0.872706	0.087736
00262_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00262_020.wav	9	11.636386	0	0.302629	0.054713	0.969466
00265_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00265_000.wav	19	9.239424	0	-2.906721	5.592702	-1.919239
00265_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00265_010.wav	19	9.543205	0	-0.581849	3.377933	-2.212815
00265_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00265_020.wav	20	9.555498	0	-1.213224	2.506482	-0.556099
00276_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00276_000.wav	10	15.780766	0	1.483722	1.832482	-6.705090
00276_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00276_010.wav	10	13.819851	0	2.191471	2.286158	-2.948218
00276_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00276_020.wav	11	12.315446	0	4.101317	-0.365473	-6.161302
00281_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00281_000.wav	14	7.091476	0	-1.524218	2.921365	-0.896316
00281_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00281_010.wav	14	8.017570	0	0.646529	2.208576	-1.208470
00281_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00281_020.wav	14	8.369921	0	-1.098647	2.413308	-0.417668
00286_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00286_000.wav	21	13.051122	0	4.523342	-4.096098	-1.474625
00286_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00286_010.wav	21	12.065773	0	5.631184	-4.648170	0.707468
00286_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00286_020.wav	2	16.053932	0	6.690609	-2.248099	0.752422
00290_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00290_000.wav	10	11.976421	0	2.835846	-0.810059	-3.674659
00290_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00290_010.wav	10	12.166281	0	1.006422	0.132583	-4.461174
00290_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00290_020.wav	10	10.942538	0	-1.275519	0.160680	-4.776327
00300_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00300_000.wav	14	8.165546	0	0.732179	2.599648	0.394312
00300_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00300_010.wav	14	7.542953	0	0.774842	2.452654	0.201550
00300_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00300_020.wav	14	8.507400	0	-0.853748	2.856144	-0.351516
00304_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00304_000.wav	28	12.283663	0	-1.010737	2.645874	5.049330
00304_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00304_010.wav	28	10.942988	0	1.453531	0.544759	4.867186
00304_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00304_020.wav	28	11.077078	0	1.237820	1.412036	2.583668
00305_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00305_000.wav	6	13.474480	0	-14.714365	-7.245936	0.119834
00305_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00305_010.wav	6	12.056936	0	-15.102380	-5.378252	-4.933307
00305_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00305_020.wav	22	12.467792	0	-8.770646	-3.698749	-1.723130
00309_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00309_000.wav	28	17.152374	0	0.961663	0.691363	1.034200
00309_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00309_010.wav	28	13.336964	0	0.999862	-2.232769	3.013950
00309_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00309_020.wav	8	16.763090	0	0.107959	-4.889484	5.163661
00310_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00310_000.wav	9	14.183260	0	4.032719	-1.582594	-1.646230
00310_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00310_010.wav	9	12.253201	0	3.587582	-0.113135	-1.565352
00310_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00310_020.wav	9	14.838517	0	1.019824	-2.271838	-4.836668
00311_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00311_000.wav	9	13.351360	0	2.577754	-2.237054	-3.279789
00311_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00311_010.wav	10	12.621570	0	2.713504	-2.890560	-1.122485
00311_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00311_020.wav	11	13.243025	0	3.432324	-5.629598	-3.379988
00316_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00316_000.wav	14	6.932065	0	-0.679623	3.132746	-0.118586
00316_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00316_010.wav	14	5.719216	0	-1.129342	2.822184	-1.236577
00316_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00316_020.wav	14	7.229218	0	-1.659532	2.404820	-0.381990
00317_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00317_000.wav	1	15.782834	0	-3.072323	1.669778	-2.232871
00317_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00317_010.wav	0	14.377854	0	2.340685	0.940992	-0.170856
00317_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00317_020.wav	0	13.010257	0	0.568174	3.453725	-2.098705
00319_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00319_000.wav	3	8.835893	0	-0.190064	-0.022315	-0.614369
00319_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00319_010.wav	0	11.256132	0	1.010923	0.716000	-1.848219
00319_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00319_020.wav	9	9.594604	0	1.644202	-0.998593	0.409449
00320_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00320_000.wav	23	13.140996	0	0.061947	-1.922833	4.589200
00320_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00320_010.wav	28	10.057973	0	-0.117834	0.106169	1.855850
00320_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00320_020.wav	14	12.722365	0	-0.807534	0.844251	-0.421630
00322_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00322_000.wav	2	12.840049	0	3.506032	-0.263838	2.821935
00322_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00322_010.wav	17	14.612847	0	4.111160	-1.252337	6.404205
00322_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00322_020.wav	17	13.347185	0	2.437414	1.274935	2.371460
00326_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00326_000.wav	26	17.380507	0	4.250947	3.459887	4.479334
00326_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00326_010.wav	26	20.219542	1	3.269303	-2.144138	3.967765
00326_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00326_020.wav	26	18.565510	0	3.562770	1.129973	5.278851
00329_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00329_000.wav	10	14.598163	0	0.403850	-0.387710	-0.430904
00329_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00329_010.wav	19	13.679743	0	-1.120174	2.764952	-0.213130
00329_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00329_020.wav	2	14.934085	0	1.143506	-0.120636	2.466108
00334_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00334_000.wav	20	10.709705	0	-3.613637	4.938116	-0.101809
00334_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00334_010.wav	19	10.815957	0	-2.862337	3.505093	0.276758
00334_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00334_020.wav	20	9.081944	0	-1.941751	3.525985	-0.965254
00338_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00338_000.wav	7	8.521478	0	5.849357	-4.809520	-2.845209
00338_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00338_010.wav	4	12.639314	0	5.484029	-5.820571	-0.011368
00338_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00338_020.wav	4	11.438441	0	7.426232	-5.664485	-7.941908
00339_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00339_000.wav	0	11.733471	0	1.260876	-0.407057	-2.538900
00339_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00339_010.wav	0	10.205646	0	-0.708017	-0.492000	-1.251247
00339_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00339_020.wav	16	13.198332	0	2.428903	-3.440705	-0.637323
00340_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00340_000.wav	20	9.186401	0	0.591710	4.013342	-1.703323
00340_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00340_010.wav	10	10.056597	0	0.649595	2.029211	-2.619210
00340_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00340_020.wav	14	10.107358	0	0.977388	4.315871	-0.100214
00341_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00341_000.wav	10	10.869030	0	0.302935	1.860543	-4.935557
00341_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00341_010.wav	10	12.039700	0	-1.176744	0.265370	-4.366590
00341_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00341_020.wav	8	11.198246	0	1.984437	-0.514075	-0.995414
00342_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00342_000.wav	8	11.737588	0	-1.382872	0.771196	0.595703
00342_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00342_010.wav	8	11.688947	0	1.740537	2.532514	2.676678
00342_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00342_020.wav	1	12.437702	0	-2.674406	-2.170063	0.245481
00350_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00350_000.wav	0	9.107202	0	-1.086070	-0.049027	-3.975613
00350_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00350_010.wav	22	10.001599	0	-10.558173	-6.047449	-3.339496
00350_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00350_020.wav	11	10.513516	0	-0.238235	1.252717	-6.220788
00351_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00351_000.wav	8	15.779725	0	-1.089033	-2.977334	3.165937
00351_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00351_010.wav	8	12.014047	0	-0.028134	-0.964988	2.184268
00351_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00351_020.wav	28	17.093378	0	-0.929274	-3.276094	4.239215
00352_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00352_000.wav	19	8.613014	0	-2.898910	3.539309	-0.082033
00352_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00352_010.wav	20	8.727456	0	-1.263191	4.255146	1.274802
00352_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00352_020.wav	20	8.794837	0	-1.346387	4.586854	0.701186
00354_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00354_000.wav	4	10.452592	0	6.889785	-6.938796	-5.125529
00354_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00354_010.wav	7	11.361981	0	9.188967	-4.715181	-1.495116
00354_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00354_020.wav	4	10.087040	0	6.508813	-5.873206	-2.618821
00355_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00355_000.wav	23	11.796287	0	-2.308312	-1.968161	4.118373
00355_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00355_010.wav	23	13.614360	0	-1.149066	0.485686	-0.136814
00355_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00355_020.wav	23	14.071140	0	-6.449564	1.331003	3.452205
00357_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00357_000.wav	26	16.733116	0	-0.267892	0.726709	9.680975
00357_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00357_010.wav	26	17.918806	0	0.630397	0.483264	8.473495
00357_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00357_020.wav	26	19.148338	1	2.341540	3.474202	1.723255
00359_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00359_000.wav	23	19.241146	1	-5.797964	1.682180	11.836279
00359_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00359_010.wav	2	19.961935	1	1.421867	3.368019	15.642679
00359_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00359_020.wav	28	18.655569	0	2.124012	0.665089	7.242742
00365_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00365_000.wav	12	9.442413	0	3.352802	-4.876328	2.921530
00365_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00365_010.wav	31	10.497077	0	4.505625	-4.341382	-2.588640
00365_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00365_020.wav	7	10.453538	0	8.687023	-5.129963	-2.473232
00367_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00367_000.wav	3	10.295712	0	-3.133894	0.930722	-3.315251
00367_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00367_010.wav	20	9.154847	0	-3.090129	3.157876	-2.767057
00367_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00367_020.wav	19	8.976927	0	-1.924672	3.848268	-2.075016
00368_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00368_000.wav	17	12.718195	0	-0.652583	-0.536859	5.099342
00368_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00368_010.wav	17	12.757438	0	3.873760	-3.621294	10.245788
00368_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00368_020.wav	5	13.599045	0	3.984786	-0.513357	12.031300
00370_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00370_000.wav	11	11.824915	0	0.957945	-0.794340	-2.902670
00370_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00370_010.wav	2	10.642731	0	2.391983	0.582632	3.805694
00370_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00370_020.wav	10	11.827547	0	0.810224	1.618333	0.022935
00376_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00376_000.wav	31	9.402084	0	7.715268	-5.964295	-2.009303
00376_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00376_010.wav	4	11.699173	0	7.434089	-7.979571	-6.832672
00376_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00376_020.wav	31	12.693398	0	7.098339	-5.582588	-7.901759
00378_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00378_000.wav	7	11.350400	0	7.532520	-4.843696	-2.212047
00378_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00378_010.wav	12	8.255073	0	6.521275	-4.552956	-0.034823
00378_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00378_020.wav	4	13.279160	0	7.606187	-6.415119	-6.199037
00379_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00379_000.wav	14	7.310944	0	2.000417	2.413786	-1.051440
00379_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00379_010.wav	14	7.839450	0	0.484011	3.423245	0.613963
00379_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00379_020.wav	14	7.464229	0	1.324774	2.868044	1.601878
00382_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00382_000.wav	6	8.910633	0	-14.296454	-5.184675	-1.709455
00382_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00382_010.wav	14	8.942180	0	-1.630424	1.123172	2.273729
00382_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00382_020.wav	14	7.433184	0	0.103947	1.580584	1.389458
00384_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00384_000.wav	14	8.697415	0	-1.073197	4.164411	1.081985
00384_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00384_010.wav	14	6.442036	0	-0.946303	3.970181	-0.181416
00384_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00384_020.wav	14	8.846748	0	-1.124167	3.512161	-1.563621
00389_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00389_000.wav	14	10.553351	0	0.868517	0.233567	-2.979634
00389_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00389_010.wav	10	12.840576	0	0.633430	2.542718	-0.690549
00389_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00389_020.wav	20	11.657498	0	-0.512760	1.545840	0.827042
00390_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00390_000.wav	1	17.427679	0	4.529212	-0.084046	1.171080
00390_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00390_010.wav	28	16.089489	0	3.585943	0.033041	5.912895
00390_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00390_020.wav	9	17.587572	0	4.187926	-0.778496	-0.558465
00392_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00392_000.wav	16	12.319795	0	3.772242	-0.848320	-1.417030
00392_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00392_010.wav	16	16.055590	0	5.319447	0.302439	-2.309049
00392_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00392_020.wav	16	11.591454	0	3.151409	-0.713132	-0.465189
00393_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00393_000.wav	28	14.933387	0	0.387930	-0.772856	5.367032
00393_012	/home/work_nfs22/xmren/data/kefu/90w_tokens/00393_012.wav	9	16.950621	0	2.083795	-2.004817	2.184050
00393_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00393_020.wav	9	12.805651	0	0.315829	-1.098422	3.982719
00399_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00399_000.wav	25	9.494837	0	1.682985	3.055276	1.471975
00399_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00399_010.wav	14	7.681769	0	-1.052281	1.299065	0.480022
00399_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00399_020.wav	14	8.867716	0	0.125883	3.384500	0.087252
00403_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00403_000.wav	14	6.254359	0	-1.378641	2.737967	-1.194974
00403_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00403_010.wav	20	7.694398	0	-0.249894	2.978589	-1.967543
00403_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00403_020.wav	14	7.720807	0	-0.631148	2.275691	-1.437747
00404_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00404_000.wav	9	13.044096	0	0.930599	0.460896	4.543581
00404_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00404_010.wav	14	16.069321	0	1.834138	-1.020398	1.626918
00404_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00404_020.wav	9	15.558230	0	5.206889	-0.934234	4.291676
00409_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00409_000.wav	19	8.008947	0	-2.059136	4.960521	-3.000877
00409_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00409_010.wav	3	8.539326	0	-3.185669	1.997193	-4.344154
00409_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00409_020.wav	19	8.505717	0	-3.979526	4.612481	-2.669692
00410_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00410_000.wav	19	6.629947	0	-1.423009	4.572879	-3.819968
00410_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00410_010.wav	14	7.131222	0	-1.860985	5.301585	0.754031
00410_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00410_020.wav	20	7.766866	0	-2.804224	5.931974	-1.905937
00421_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00421_000.wav	9	12.384712	0	-0.958866	-0.282013	1.258093
00421_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00421_010.wav	25	12.419457	0	-1.822199	1.228660	3.131113
00421_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00421_020.wav	25	11.170330	0	-1.757140	1.910917	5.456985
00422_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00422_000.wav	14	8.509691	0	0.025889	3.354122	-0.999730
00422_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00422_010.wav	14	7.143449	0	-0.264103	4.010552	-1.962996
00422_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00422_020.wav	14	8.878892	0	-0.727462	3.274658	1.374576
00425_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00425_000.wav	20	13.492201	0	1.272220	0.470626	0.106114
00425_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00425_010.wav	20	11.828053	0	0.364424	3.467336	1.719918
00425_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00425_020.wav	20	10.110095	0	1.919137	1.899860	0.967472
00426_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00426_000.wav	28	19.064976	1	1.639995	-5.839736	7.939182
00426_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00426_010.wav	28	24.042376	1	1.751737	-4.496687	10.270880
00426_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00426_020.wav	28	17.620075	0	3.202593	-2.230471	7.084600
00428_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00428_000.wav	8	12.498440	0	2.407609	-1.438852	7.076066
00428_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00428_010.wav	8	12.052882	0	2.941738	-1.418262	4.682406
00428_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00428_020.wav	25	13.730198	0	-0.712707	2.439242	2.228306
00430_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00430_000.wav	26	15.042151	0	-1.483478	2.859647	1.711856
00430_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00430_010.wav	26	16.658537	0	0.348953	-1.704107	4.164194
00430_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00430_020.wav	26	14.618683	0	-0.495447	2.509853	7.687544
00431_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00431_000.wav	14	6.665828	0	-1.257140	3.774356	1.325521
00431_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00431_010.wav	14	6.361717	0	0.505402	3.552558	-2.205757
00431_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00431_020.wav	20	6.299743	0	-1.710112	5.008246	-0.829933
00432_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00432_000.wav	4	11.681164	0	6.088412	-6.113273	-7.581599
00432_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00432_010.wav	31	8.957506	0	7.246896	-4.605313	-3.377900
00432_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00432_020.wav	12	9.959731	0	6.241684	-4.649831	-1.926743
00433_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00433_000.wav	19	11.369454	0	-0.934121	5.768474	0.666651
00433_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00433_010.wav	3	12.890006	0	-1.955956	3.956657	1.610103
00433_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00433_020.wav	0	9.589158	0	0.680075	2.622155	-0.339635
00435_003	/home/work_nfs22/xmren/data/kefu/90w_tokens/00435_003.wav	8	17.418148	0	2.459647	-1.606851	0.694574
00435_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00435_010.wav	8	18.335896	0	0.727887	-0.924428	4.083399
00435_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00435_020.wav	1	18.407787	0	2.880260	-4.495740	3.096798
00436_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00436_000.wav	0	14.486740	0	2.378165	-1.997959	-1.006805
00436_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00436_010.wav	28	12.193764	0	3.329805	-2.146041	2.343091
00436_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00436_020.wav	28	14.785242	0	1.505150	-2.257485	4.426433
00439_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00439_000.wav	17	16.786505	0	-0.672552	-5.236307	10.770017
00439_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00439_010.wav	17	12.498793	0	2.196493	0.840417	6.962994
00439_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00439_020.wav	17	11.456107	0	1.711860	-0.400893	9.238538
00440_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00440_000.wav	0	15.032916	0	3.101377	1.535949	0.308386
00440_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00440_010.wav	0	13.054311	0	2.016893	0.755942	0.090463
00440_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00440_020.wav	25	12.975536	0	0.155847	0.531843	-0.031727
00441_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00441_000.wav	3	12.650666	0	-0.222648	5.133739	-0.006200
00441_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00441_010.wav	9	12.925044	0	0.573194	0.915176	2.499557
00441_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00441_020.wav	9	12.971899	0	1.481753	0.691534	1.699407
00442_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00442_000.wav	20	7.888819	0	-0.094570	2.699813	-1.086121
00442_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00442_010.wav	3	9.995270	0	-0.913311	1.216247	-5.259488
00442_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00442_020.wav	19	8.239118	0	-1.746799	3.281981	-3.406993
00444_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00444_000.wav	19	10.628895	0	0.301629	2.516648	0.329352
00444_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00444_010.wav	1	9.388434	0	1.046401	0.365063	-0.735920
00444_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00444_020.wav	9	10.022146	0	2.336353	0.733090	-1.147313
00446_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00446_000.wav	25	7.180573	0	-0.309747	2.939194	-0.438682
00446_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00446_010.wav	20	10.379494	0	-1.258790	3.682807	-4.550591
00446_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00446_020.wav	20	9.242377	0	-0.932365	1.548404	-3.202161
00447_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00447_000.wav	16	15.884994	0	6.056547	-0.111232	-1.365934
00447_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00447_010.wav	16	14.078985	0	4.452479	-2.802731	-2.490954
00447_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00447_020.wav	16	13.148121	0	4.565584	0.365897	-1.765938
00450_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00450_000.wav	10	13.378717	0	0.800508	-0.027868	-3.650961
00450_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00450_010.wav	10	11.669496	0	2.412788	1.330623	-2.300482
00450_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00450_020.wav	10	15.779844	0	2.003906	-0.377098	-3.184513
00457_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00457_000.wav	6	19.841673	1	-12.690290	-9.270804	-2.516076
00457_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00457_010.wav	20	19.223114	1	-0.147475	2.269318	3.151179
00457_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00457_020.wav	22	18.270557	0	-7.836225	-7.471702	-2.134245
00461_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00461_000.wav	19	8.768527	0	-2.012318	4.307593	-1.073793
00461_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00461_010.wav	19	10.570544	0	-3.430708	3.184571	-0.323863
00461_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00461_020.wav	14	10.104488	0	-0.718814	2.690039	0.605100
